pokemon,version,method,location_area,min_level,max_level,chance,conditions
whiscash,emerald,walk,Hoenn Route 123,,,0,
whismur,emerald,walk,Hoenn Route 123,,,0,
wingull,emerald,walk,Hoenn Route 123,26,28,9,
wurmple,emerald,walk,Hoenn Route 123,,,0,
wynaut,emerald,walk,Hoenn Route 123,,,0,
zangoose,emerald,walk,Hoenn Route 123,,,0,
zigzagoon,emerald,walk,Hoenn Route 123,,,0,
absol,emerald,walk,Hoenn Route 130,,,0,
aggron,emerald,walk,Hoenn Route 130,,,0,
altaria,emerald,walk,Hoenn Route 130,,,0,
anorith,emerald,walk,Hoenn Route 130,,,0,
armaldo,emerald,walk,Hoenn Route 130,,,0,
aron,emerald,walk,Hoenn Route 130,,,0,
azurill,emerald,walk,Hoenn Route 130,,,0,
bagon,emerald,walk,Hoenn Route 130,,,0,
baltoy,emerald,walk,Hoenn Route 130,,,0,
banette,emerald,walk,Hoenn Route 130,,,0,
barboach,emerald,walk,Hoenn Route 130,,,0,
beautifly,emerald,walk,Hoenn Route 130,,,0,
beldum,emerald,walk,Hoenn Route 130,,,0,
blaziken,emerald,walk,Hoenn Route 130,,,0,
breloom,emerald,walk,Hoenn Route 130,,,0,
cacnea,emerald,walk,Hoenn Route 130,,,0,
cacturne,emerald,walk,Hoenn Route 130,,,0,
camerupt,emerald,walk,Hoenn Route 130,,,0,
carvanha,emerald,walk,Hoenn Route 130,,,0,
cascoon,emerald,walk,Hoenn Route 130,,,0,
castform,emerald,walk,Hoenn Route 130,,,0,
chimecho,emerald,walk,Hoenn Route 130,,,0,
clamperl,emerald,walk,Hoenn Route 130,,,0,
claydol,emerald,walk,Hoenn Route 130,,,0,
combusken,emerald,walk,Hoenn Route 130,,,0,
corphish,emerald,walk,Hoenn Route 130,,,0,
cradily,emerald,walk,Hoenn Route 130,,,0,
crawdaunt,emerald,walk,Hoenn Route 130,,,0,
delcatty,emerald,walk,Hoenn Route 130,,,0,
deoxys-normal,emerald,walk,Hoenn Route 130,,,0,
dusclops,emerald,walk,Hoenn Route 130,,,0,
duskull,emerald,walk,Hoenn Route 130,,,0,
dustox,emerald,walk,Hoenn Route 130,,,0,
electrike,emerald,walk,Hoenn Route 130,,,0,
exploud,emerald,walk,Hoenn Route 130,,,0,
feebas,emerald,walk,Hoenn Route 130,,,0,
flygon,emerald,walk,Hoenn Route 130,,,0,
gardevoir,emerald,walk,Hoenn Route 130,,,0,
glalie,emerald,walk,Hoenn Route 130,,,0,
gorebyss,emerald,walk,Hoenn Route 130,,,0,
groudon,emerald,walk,Hoenn Route 130,,,0,
grovyle,emerald,walk,Hoenn Route 130,,,0,
grumpig,emerald,walk,Hoenn Route 130,,,0,
gulpin,emerald,walk,Hoenn Route 130,,,0,
hariyama,emerald,walk,Hoenn Route 130,,,0,
huntail,emerald,walk,Hoenn Route 130,,,0,
illumise,emerald,walk,Hoenn Route 130,,,0,
jirachi,emerald,walk,Hoenn Route 130,,,0,
kecleon,emerald,walk,Hoenn Route 130,,,0,
kirlia,emerald,walk,Hoenn Route 130,,,0,
kyogre,emerald,walk,Hoenn Route 130,,,0,
lairon,emerald,walk,Hoenn Route 130,,,0,
latias,emerald,walk,Hoenn Route 130,,,0,
latios,emerald,walk,Hoenn Route 130,,,0,
lileep,emerald,walk,Hoenn Route 130,,,0,
linoone,emerald,walk,Hoenn Route 130,,,0,
lombre,emerald,walk,Hoenn Route 130,,,0,
lotad,emerald,walk,Hoenn Route 130,,,0,
loudred,emerald,walk,Hoenn Route 130,,,0,
ludicolo,emerald,walk,Hoenn Route 130,,,0,
lunatone,emerald,walk,Hoenn Route 130,,,0,
luvdisc,emerald,walk,Hoenn Route 130,,,0,
makuhita,emerald,walk,Hoenn Route 130,,,0,
manectric,emerald,walk,Hoenn Route 130,,,0,
marshtomp,emerald,walk,Hoenn Route 130,,,0,
masquerain,emerald,walk,Hoenn Route 130,,,0,
mawile,emerald,walk,Hoenn Route 130,,,0,
medicham,emerald,walk,Hoenn Route 130,,,0,
meditite,emerald,walk,Hoenn Route 130,,,0,
metagross,emerald,walk,Hoenn Route 130,,,0,
metang,emerald,walk,Hoenn Route 130,,,0,
mightyena,emerald,walk,Hoenn Route 130,,,0,
milotic,emerald,walk,Hoenn Route 130,,,0,
minun,emerald,walk,Hoenn Route 130,,,0,
mudkip,emerald,walk,Hoenn Route 130,,,0,
nincada,emerald,walk,Hoenn Route 130,,,0,
ninjask,emerald,walk,Hoenn Route 130,,,0,
nosepass,emerald,walk,Hoenn Route 130,,,0,
numel,emerald,walk,Hoenn Route 130,,,0,
nuzleaf,emerald,walk,Hoenn Route 130,,,0,
pelipper,emerald,walk,Hoenn Route 130,,,0,
plusle,emerald,walk,Hoenn Route 130,,,0,
poochyena,emerald,walk,Hoenn Route 130,,,0,
ralts,emerald,walk,Hoenn Route 130,,,0,
rayquaza,emerald,walk,Hoenn Route 130,,,0,
regice,emerald,walk,Hoenn Route 130,,,0,
regirock,emerald,walk,Hoenn Route 130,,,0,
registeel,emerald,walk,Hoenn Route 130,,,0,
relicanth,emerald,walk,Hoenn Route 130,,,0,
roselia,emerald,walk,Hoenn Route 130,,,0,
sableye,emerald,walk,Hoenn Route 130,,,0,
salamence,emerald,walk,Hoenn Route 130,,,0,
sceptile,emerald,walk,Hoenn Route 130,,,0,
sealeo,emerald,walk,Hoenn Route 130,,,0,
seedot,emerald,walk,Hoenn Route 130,,,0,
seviper,emerald,walk,Hoenn Route 130,,,0,
sharpedo,emerald,walk,Hoenn Route 130,,,0,
shedinja,emerald,walk,Hoenn Route 130,,,0,
shelgon,emerald,walk,Hoenn Route 130,,,0,
shiftry,emerald,walk,Hoenn Route 130,,,0,
shroomish,emerald,walk,Hoenn Route 130,,,0,
shuppet,emerald,walk,Hoenn Route 130,,,0,
silcoon,emerald,walk,Hoenn Route 130,,,0,
skitty,emerald,walk,Hoenn Route 130,,,0,
slaking,emerald,walk,Hoenn Route 130,,,0,
slakoth,emerald,walk,Hoenn Route 130,,,0,
snorunt,emerald,walk,Hoenn Route 130,,,0,
solrock,emerald,walk,Hoenn Route 130,,,0,
spheal,emerald,walk,Hoenn Route 130,,,0,
spinda,emerald,walk,Hoenn Route 130,,,0,
spoink,emerald,walk,Hoenn Route 130,,,0,
surskit,emerald,walk,Hoenn Route 130,,,0,
swablu,emerald,walk,Hoenn Route 130,,,0,
swalot,emerald,walk,Hoenn Route 130,,,0,
swampert,emerald,walk,Hoenn Route 130,,,0,
swellow,emerald,walk,Hoenn Route 130,,,0,
taillow,emerald,walk,Hoenn Route 130,,,0,
torchic,emerald,walk,Hoenn Route 130,,,0,
torkoal,emerald,walk,Hoenn Route 130,,,0,
trapinch,emerald,walk,Hoenn Route 130,,,0,
treecko,emerald,walk,Hoenn Route 130,,,0,
tropius,emerald,walk,Hoenn Route 130,,,0,
vibrava,emerald,walk,Hoenn Route 130,,,0,
vigoroth,emerald,walk,Hoenn Route 130,,,0,
volbeat,emerald,walk,Hoenn Route 130,,,0,
wailmer,emerald,walk,Hoenn Route 130,,,0,
wailord,emerald,walk,Hoenn Route 130,,,0,
walrein,emerald,walk,Hoenn Route 130,,,0,
whiscash,emerald,walk,Hoenn Route 130,,,0,
whismur,emerald,walk,Hoenn Route 130,,,0,
wingull,emerald,walk,Hoenn Route 130,,,0,
wurmple,emerald,walk,Hoenn Route 130,,,0,
wynaut,emerald,walk,Hoenn Route 130,5,50,100,
zangoose,emerald,walk,Hoenn Route 130,,,0,
zigzagoon,emerald,walk,Hoenn Route 130,,,0,
absol,emerald,walk,Hoenn Victory Road 1f,,,0,
aggron,emerald,walk,Hoenn Victory Road 1f,,,0,
altaria,emerald,walk,Hoenn Victory Road 1f,,,0,
anorith,emerald,walk,Hoenn Victory Road 1f,,,0,
armaldo,emerald,walk,Hoenn Victory Road 1f,,,0,
aron,emerald,walk,Hoenn Victory Road 1f,36,36,5,
azurill,emerald,walk,Hoenn Victory Road 1f,,,0,
bagon,emerald,walk,Hoenn Victory Road 1f,,,0,
baltoy,emerald,walk,Hoenn Victory Road 1f,,,0,
banette,emerald,walk,Hoenn Victory Road 1f,,,0,
barboach,emerald,walk,Hoenn Victory Road 1f,,,0,
beautifly,emerald,walk,Hoenn Victory Road 1f,,,0,
beldum,emerald,walk,Hoenn Victory Road 1f,,,0,
blaziken,emerald,walk,Hoenn Victory Road 1f,,,0,
breloom,emerald,walk,Hoenn Victory Road 1f,,,0,
cacnea,emerald,walk,Hoenn Victory Road 1f,,,0,
cacturne,emerald,walk,Hoenn Victory Road 1f,,,0,
camerupt,emerald,walk,Hoenn Victory Road 1f,,,0,
carvanha,emerald,walk,Hoenn Victory Road 1f,,,0,
cascoon,emerald,walk,Hoenn Victory Road 1f,,,0,
castform,emerald,walk,Hoenn Victory Road 1f,,,0,
chimecho,emerald,walk,Hoenn Victory Road 1f,,,0,
clamperl,emerald,walk,Hoenn Victory Road 1f,,,0,
claydol,emerald,walk,Hoenn Victory Road 1f,,,0,
combusken,emerald,walk,Hoenn Victory Road 1f,,,0,
corphish,emerald,walk,Hoenn Victory Road 1f,,,0,
cradily,emerald,walk,Hoenn Victory Road 1f,,,0,
crawdaunt,emerald,walk,Hoenn Victory Road 1f,,,0,
delcatty,emerald,walk,Hoenn Victory Road 1f,,,0,
deoxys-normal,emerald,walk,Hoenn Victory Road 1f,,,0,
dusclops,emerald,walk,Hoenn Victory Road 1f,,,0,
duskull,emerald,walk,Hoenn Victory Road 1f,,,0,
dustox,emerald,walk,Hoenn Victory Road 1f,,,0,
electrike,emerald,walk,Hoenn Victory Road 1f,,,0,
exploud,emerald,walk,Hoenn Victory Road 1f,,,0,
feebas,emerald,walk,Hoenn Victory Road 1f,,,0,
flygon,emerald,walk,Hoenn Victory Road 1f,,,0,
gardevoir,emerald,walk,Hoenn Victory Road 1f,,,0,
glalie,emerald,walk,Hoenn Victory Road 1f,,,0,
gorebyss,emerald,walk,Hoenn Victory Road 1f,,,0,
groudon,emerald,walk,Hoenn Victory Road 1f,,,0,
grovyle,emerald,walk,Hoenn Victory Road 1f,,,0,
grumpig,emerald,walk,Hoenn Victory Road 1f,,,0,
gulpin,emerald,walk,Hoenn Victory Road 1f,,,0,
hariyama,emerald,walk,Hoenn Victory Road 1f,38,40,25,
huntail,emerald,walk,Hoenn Victory Road 1f,,,0,
illumise,emerald,walk,Hoenn Victory Road 1f,,,0,
jirachi,emerald,walk,Hoenn Victory Road 1f,,,0,
kecleon,emerald,walk,Hoenn Victory Road 1f,,,0,
kirlia,emerald,walk,Hoenn Victory Road 1f,,,0,
kyogre,emerald,walk,Hoenn Victory Road 1f,,,0,
lairon,emerald,walk,Hoenn Victory Road 1f,40,40,10,
latias,emerald,walk,Hoenn Victory Road 1f,,,0,
latios,emerald,walk,Hoenn Victory Road 1f,,,0,
lileep,emerald,walk,Hoenn Victory Road 1f,,,0,
linoone,emerald,walk,Hoenn Victory Road 1f,,,0,
lombre,emerald,walk,Hoenn Victory Road 1f,,,0,
lotad,emerald,walk,Hoenn Victory Road 1f,,,0,
loudred,emerald,walk,Hoenn Victory Road 1f,40,40,10,
ludicolo,emerald,walk,Hoenn Victory Road 1f,,,0,
lunatone,emerald,walk,Hoenn Victory Road 1f,,,0,
luvdisc,emerald,walk,Hoenn Victory Road 1f,,,0,
makuhita,emerald,walk,Hoenn Victory Road 1f,36,36,10,
manectric,emerald,walk,Hoenn Victory Road 1f,,,0,
marshtomp,emerald,walk,Hoenn Victory Road 1f,,,0,
masquerain,emerald,walk,Hoenn Victory Road 1f,,,0,
mawile,emerald,walk,Hoenn Victory Road 1f,,,0,
medicham,emerald,walk,Hoenn Victory Road 1f,,,0,
meditite,emerald,walk,Hoenn Victory Road 1f,,,0,
metagross,emerald,walk,Hoenn Victory Road 1f,,,0,
metang,emerald,walk,Hoenn Victory Road 1f,,,0,
mightyena,emerald,walk,Hoenn Victory Road 1f,,,0,
milotic,emerald,walk,Hoenn Victory Road 1f,,,0,
minun,emerald,walk,Hoenn Victory Road 1f,,,0,
mudkip,emerald,walk,Hoenn Victory Road 1f,,,0,
nincada,emerald,walk,Hoenn Victory Road 1f,,,0,
ninjask,emerald,walk,Hoenn Victory Road 1f,,,0,
nosepass,emerald,walk,Hoenn Victory Road 1f,,,0,
numel,emerald,walk,Hoenn Victory Road 1f,,,0,
nuzleaf,emerald,walk,Hoenn Victory Road 1f,,,0,
pelipper,emerald,walk,Hoenn Victory Road 1f,,,0,
plusle,emerald,walk,Hoenn Victory Road 1f,,,0,
poochyena,emerald,walk,Hoenn Victory Road 1f,,,0,
ralts,emerald,walk,Hoenn Victory Road 1f,,,0,
rayquaza,emerald,walk,Hoenn Victory Road 1f,,,0,
regice,emerald,walk,Hoenn Victory Road 1f,,,0,
regirock,emerald,walk,Hoenn Victory Road 1f,,,0,
registeel,emerald,walk,Hoenn Victory Road 1f,,,0,
relicanth,emerald,walk,Hoenn Victory Road 1f,,,0,
roselia,emerald,walk,Hoenn Victory Road 1f,,,0,
sableye,emerald,walk,Hoenn Victory Road 1f,,,0,
salamence,emerald,walk,Hoenn Victory Road 1f,,,0,
sceptile,emerald,walk,Hoenn Victory Road 1f,,,0,
sealeo,emerald,walk,Hoenn Victory Road 1f,,,0,
seedot,emerald,walk,Hoenn Victory Road 1f,,,0,
seviper,emerald,walk,Hoenn Victory Road 1f,,,0,
sharpedo,emerald,walk,Hoenn Victory Road 1f,,,0,
shedinja,emerald,walk,Hoenn Victory Road 1f,,,0,
shelgon,emerald,walk,Hoenn Victory Road 1f,,,0,
shiftry,emerald,walk,Hoenn Victory Road 1f,,,0,
shroomish,emerald,walk,Hoenn Victory Road 1f,,,0,
shuppet,emerald,walk,Hoenn Victory Road 1f,,,0,
silcoon,emerald,walk,Hoenn Victory Road 1f,,,0,
skitty,emerald,walk,Hoenn Victory Road 1f,,,0,
slaking,emerald,walk,Hoenn Victory Road 1f,,,0,
slakoth,emerald,walk,Hoenn Victory Road 1f,,,0,
snorunt,emerald,walk,Hoenn Victory Road 1f,,,0,
solrock,emerald,walk,Hoenn Victory Road 1f,,,0,
spheal,emerald,walk,Hoenn Victory Road 1f,,,0,
spinda,emerald,walk,Hoenn Victory Road 1f,,,0,
spoink,emerald,walk,Hoenn Victory Road 1f,,,0,
surskit,emerald,walk,Hoenn Victory Road 1f,,,0,
swablu,emerald,walk,Hoenn Victory Road 1f,,,0,
swalot,emerald,walk,Hoenn Victory Road 1f,,,0,
swampert,emerald,walk,Hoenn Victory Road 1f,,,0,
swellow,emerald,walk,Hoenn Victory Road 1f,,,0,
taillow,emerald,walk,Hoenn Victory Road 1f,,,0,
torchic,emerald,walk,Hoenn Victory Road 1f,,,0,
torkoal,emerald,walk,Hoenn Victory Road 1f,,,0,
trapinch,emerald,walk,Hoenn Victory Road 1f,,,0,
treecko,emerald,walk,Hoenn Victory Road 1f,,,0,
tropius,emerald,walk,Hoenn Victory Road 1f,,,0,
vibrava,emerald,walk,Hoenn Victory Road 1f,,,0,
vigoroth,emerald,walk,Hoenn Victory Road 1f,,,0,
volbeat,emerald,walk,Hoenn Victory Road 1f,,,0,
wailmer,emerald,walk,Hoenn Victory Road 1f,,,0,
wailord,emerald,walk,Hoenn Victory Road 1f,,,0,
walrein,emerald,walk,Hoenn Victory Road 1f,,,0,
whiscash,emerald,walk,Hoenn Victory Road 1f,,,0,
whismur,emerald,walk,Hoenn Victory Road 1f,36,36,5,
wingull,emerald,walk,Hoenn Victory Road 1f,,,0,
wurmple,emerald,walk,Hoenn Victory Road 1f,,,0,
wynaut,emerald,walk,Hoenn Victory Road 1f,,,0,
zangoose,emerald,walk,Hoenn Victory Road 1f,,,0,
zigzagoon,emerald,walk,Hoenn Victory Road 1f,,,0,
absol,emerald,walk,Hoenn Victory Road B1f,,,0,
aggron,emerald,walk,Hoenn Victory Road B1f,,,0,
altaria,emerald,walk,Hoenn Victory Road B1f,,,0,
anorith,emerald,walk,Hoenn Victory Road B1f,,,0,
armaldo,emerald,walk,Hoenn Victory Road B1f,,,0,
aron,emerald,walk,Hoenn Victory Road B1f,,,0,
azurill,emerald,walk,Hoenn Victory Road B1f,,,0,
bagon,emerald,walk,Hoenn Victory Road B1f,,,0,
baltoy,emerald,walk,Hoenn Victory Road B1f,,,0,
banette,emerald,walk,Hoenn Victory Road B1f,,,0,
barboach,emerald,walk,Hoenn Victory Road B1f,,,0,
beautifly,emerald,walk,Hoenn Victory Road B1f,,,0,
beldum,emerald,walk,Hoenn Victory Road B1f,,,0,
blaziken,emerald,walk,Hoenn Victory Road B1f,,,0,
breloom,emerald,walk,Hoenn Victory Road B1f,,,0,
cacnea,emerald,walk,Hoenn Victory Road B1f,,,0,
cacturne,emerald,walk,Hoenn Victory Road B1f,,,0,
camerupt,emerald,walk,Hoenn Victory Road B1f,,,0,
carvanha,emerald,walk,Hoenn Victory Road B1f,,,0,
cascoon,emerald,walk,Hoenn Victory Road B1f,,,0,
castform,emerald,walk,Hoenn Victory Road B1f,,,0,
chimecho,emerald,walk,Hoenn Victory Road B1f,,,0,
clamperl,emerald,walk,Hoenn Victory Road B1f,,,0,
claydol,emerald,walk,Hoenn Victory Road B1f,,,0,
combusken,emerald,walk,Hoenn Victory Road B1f,,,0,
corphish,emerald,walk,Hoenn Victory Road B1f,,,0,
cradily,emerald,walk,Hoenn Victory Road B1f,,,0,
crawdaunt,emerald,walk,Hoenn Victory Road B1f,,,0,
delcatty,emerald,walk,Hoenn Victory Road B1f,,,0,
deoxys-normal,emerald,walk,Hoenn Victory Road B1f,,,0,
dusclops,emerald,walk,Hoenn Victory Road B1f,,,0,
duskull,emerald,walk,Hoenn Victory Road B1f,,,0,
dustox,emerald,walk,Hoenn Victory Road B1f,,,0,
electrike,emerald,walk,Hoenn Victory Road B1f,,,0,
exploud,emerald,walk,Hoenn Victory Road B1f,,,0,
feebas,emerald,walk,Hoenn Victory Road B1f,,,0,
flygon,emerald,walk,Hoenn Victory Road B1f,,,0,
gardevoir,emerald,walk,Hoenn Victory Road B1f,,,0,
glalie,emerald,walk,Hoenn Victory Road B1f,,,0,
gorebyss,emerald,walk,Hoenn Victory Road B1f,,,0,
groudon,emerald,walk,Hoenn Victory Road B1f,,,0,
grovyle,emerald,walk,Hoenn Victory Road B1f,,,0,
grumpig,emerald,walk,Hoenn Victory Road B1f,,,0,
gulpin,emerald,walk,Hoenn Victory Road B1f,,,0,
hariyama,emerald,walk,Hoenn Victory Road B1f,38,42,35,
huntail,emerald,walk,Hoenn Victory Road B1f,,,0,
illumise,emerald,walk,Hoenn Victory Road B1f,,,0,
jirachi,emerald,walk,Hoenn Victory Road B1f,,,0,
kecleon,emerald,walk,Hoenn Victory Road B1f,,,0,
kirlia,emerald,walk,Hoenn Victory Road B1f,,,0,
kyogre,emerald,walk,Hoenn Victory Road B1f,,,0,
lairon,emerald,walk,Hoenn Victory Road B1f,40,42,15,
latias,emerald,walk,Hoenn Victory Road B1f,,,0,
latios,emerald,walk,Hoenn Victory Road B1f,,,0,
lileep,emerald,walk,Hoenn Victory Road B1f,,,0,
linoone,emerald,walk,Hoenn Victory Road B1f,,,0,
lombre,emerald,walk,Hoenn Victory Road B1f,,,0,
lotad,emerald,walk,Hoenn Victory Road B1f,,,0,
loudred,emerald,walk,Hoenn Victory Road B1f,,,0,
ludicolo,emerald,walk,Hoenn Victory Road B1f,,,0,
lunatone,emerald,walk,Hoenn Victory Road B1f,,,0,
luvdisc,emerald,walk,Hoenn Victory Road B1f,,,0,
makuhita,emerald,walk,Hoenn Victory Road B1f,,,0,
manectric,emerald,walk,Hoenn Victory Road B1f,,,0,
marshtomp,emerald,walk,Hoenn Victory Road B1f,,,0,
masquerain,emerald,walk,Hoenn Victory Road B1f,,,0,
mawile,emerald,walk,Hoenn Victory Road B1f,38,38,5,
medicham,emerald,walk,Hoenn Victory Road B1f,,,0,
meditite,emerald,walk,Hoenn Victory Road B1f,,,0,
metagross,emerald,walk,Hoenn Victory Road B1f,,,0,
metang,emerald,walk,Hoenn Victory Road B1f,,,0,
mightyena,emerald,walk,Hoenn Victory Road B1f,,,0,
milotic,emerald,walk,Hoenn Victory Road B1f,,,0,
minun,emerald,walk,Hoenn Victory Road B1f,,,0,
mudkip,emerald,walk,Hoenn Victory Road B1f,,,0,
nincada,emerald,walk,Hoenn Victory Road B1f,,,0,
ninjask,emerald,walk,Hoenn Victory Road B1f,,,0,
nosepass,emerald,walk,Hoenn Victory Road B1f,,,0,
numel,emerald,walk,Hoenn Victory Road B1f,,,0,
nuzleaf,emerald,walk,Hoenn Victory Road B1f,,,0,
pelipper,emerald,walk,Hoenn Victory Road B1f,,,0,
plusle,emerald,walk,Hoenn Victory Road B1f,,,0,
poochyena,emerald,walk,Hoenn Victory Road B1f,,,0,
ralts,emerald,walk,Hoenn Victory Road B1f,,,0,
rayquaza,emerald,walk,Hoenn Victory Road B1f,,,0,
regice,emerald,walk,Hoenn Victory Road B1f,,,0,
regirock,emerald,walk,Hoenn Victory Road B1f,,,0,
registeel,emerald,walk,Hoenn Victory Road B1f,,,0,
relicanth,emerald,walk,Hoenn Victory Road B1f,,,0,
roselia,emerald,walk,Hoenn Victory Road B1f,,,0,
sableye,emerald,walk,Hoenn Victory Road B1f,,,0,
salamence,emerald,walk,Hoenn Victory Road B1f,,,0,
sceptile,emerald,walk,Hoenn Victory Road B1f,,,0,
sealeo,emerald,walk,Hoenn Victory Road B1f,,,0,
seedot,emerald,walk,Hoenn Victory Road B1f,,,0,
seviper,emerald,walk,Hoenn Victory Road B1f,,,0,
sharpedo,emerald,walk,Hoenn Victory Road B1f,,,0,
shedinja,emerald,walk,Hoenn Victory Road B1f,,,0,
shelgon,emerald,walk,Hoenn Victory Road B1f,,,0,
shiftry,emerald,walk,Hoenn Victory Road B1f,,,0,
shroomish,emerald,walk,Hoenn Victory Road B1f,,,0,
shuppet,emerald,walk,Hoenn Victory Road B1f,,,0,
silcoon,emerald,walk,Hoenn Victory Road B1f,,,0,
skitty,emerald,walk,Hoenn Victory Road B1f,,,0,
slaking,emerald,walk,Hoenn Victory Road B1f,,,0,
slakoth,emerald,walk,Hoenn Victory Road B1f,,,0,
snorunt,emerald,walk,Hoenn Victory Road B1f,,,0,
solrock,emerald,walk,Hoenn Victory Road B1f,,,0,
spheal,emerald,walk,Hoenn Victory Road B1f,,,0,
spinda,emerald,walk,Hoenn Victory Road B1f,,,0,
spoink,emerald,walk,Hoenn Victory Road B1f,,,0,
surskit,emerald,walk,Hoenn Victory Road B1f,,,0,
swablu,emerald,walk,Hoenn Victory Road B1f,,,0,
swalot,emerald,walk,Hoenn Victory Road B1f,,,0,
swampert,emerald,walk,Hoenn Victory Road B1f,,,0,
swellow,emerald,walk,Hoenn Victory Road B1f,,,0,
taillow,emerald,walk,Hoenn Victory Road B1f,,,0,
torchic,emerald,walk,Hoenn Victory Road B1f,,,0,
torkoal,emerald,walk,Hoenn Victory Road B1f,,,0,
trapinch,emerald,walk,Hoenn Victory Road B1f,,,0,
treecko,emerald,walk,Hoenn Victory Road B1f,,,0,
tropius,emerald,walk,Hoenn Victory Road B1f,,,0,
vibrava,emerald,walk,Hoenn Victory Road B1f,,,0,
vigoroth,emerald,walk,Hoenn Victory Road B1f,,,0,
volbeat,emerald,walk,Hoenn Victory Road B1f,,,0,
wailmer,emerald,walk,Hoenn Victory Road B1f,,,0,
wailord,emerald,walk,Hoenn Victory Road B1f,,,0,
walrein,emerald,walk,Hoenn Victory Road B1f,,,0,
whiscash,emerald,walk,Hoenn Victory Road B1f,,,0,
whismur,emerald,walk,Hoenn Victory Road B1f,,,0,
wingull,emerald,walk,Hoenn Victory Road B1f,,,0,
wurmple,emerald,walk,Hoenn Victory Road B1f,,,0,
wynaut,emerald,walk,Hoenn Victory Road B1f,,,0,
zangoose,emerald,walk,Hoenn Victory Road B1f,,,0,
zigzagoon,emerald,walk,Hoenn Victory Road B1f,,,0,
absol,emerald,walk,Hoenn Victory Road B2f,,,0,
aggron,emerald,walk,Hoenn Victory Road B2f,,,0,
altaria,emerald,walk,Hoenn Victory Road B2f,,,0,
anorith,emerald,walk,Hoenn Victory Road B2f,,,0,
armaldo,emerald,walk,Hoenn Victory Road B2f,,,0,
aron,emerald,walk,Hoenn Victory Road B2f,,,0,
azurill,emerald,walk,Hoenn Victory Road B2f,,,0,
bagon,emerald,walk,Hoenn Victory Road B2f,,,0,
baltoy,emerald,walk,Hoenn Victory Road B2f,,,0,
banette,emerald,walk,Hoenn Victory Road B2f,,,0,
barboach,emerald,walk,Hoenn Victory Road B2f,,,0,
beautifly,emerald,walk,Hoenn Victory Road B2f,,,0,
beldum,emerald,walk,Hoenn Victory Road B2f,,,0,
blaziken,emerald,walk,Hoenn Victory Road B2f,,,0,
breloom,emerald,walk,Hoenn Victory Road B2f,,,0,
cacnea,emerald,walk,Hoenn Victory Road B2f,,,0,
cacturne,emerald,walk,Hoenn Victory Road B2f,,,0,
camerupt,emerald,walk,Hoenn Victory Road B2f,,,0,
carvanha,emerald,walk,Hoenn Victory Road B2f,,,0,
cascoon,emerald,walk,Hoenn Victory Road B2f,,,0,
castform,emerald,walk,Hoenn Victory Road B2f,,,0,
chimecho,emerald,walk,Hoenn Victory Road B2f,,,0,
clamperl,emerald,walk,Hoenn Victory Road B2f,,,0,
claydol,emerald,walk,Hoenn Victory Road B2f,,,0,
combusken,emerald,walk,Hoenn Victory Road B2f,,,0,
corphish,emerald,walk,Hoenn Victory Road B2f,,,0,
cradily,emerald,walk,Hoenn Victory Road B2f,,,0,
crawdaunt,emerald,walk,Hoenn Victory Road B2f,,,0,
delcatty,emerald,walk,Hoenn Victory Road B2f,,,0,
deoxys-normal,emerald,walk,Hoenn Victory Road B2f,,,0,
dusclops,emerald,walk,Hoenn Victory Road B2f,,,0,
duskull,emerald,walk,Hoenn Victory Road B2f,,,0,
dustox,emerald,walk,Hoenn Victory Road B2f,,,0,
electrike,emerald,walk,Hoenn Victory Road B2f,,,0,
exploud,emerald,walk,Hoenn Victory Road B2f,,,0,
feebas,emerald,walk,Hoenn Victory Road B2f,,,0,
flygon,emerald,walk,Hoenn Victory Road B2f,,,0,
gardevoir,emerald,walk,Hoenn Victory Road B2f,,,0,
glalie,emerald,walk,Hoenn Victory Road B2f,,,0,
gorebyss,emerald,walk,Hoenn Victory Road B2f,,,0,
groudon,emerald,walk,Hoenn Victory Road B2f,,,0,
grovyle,emerald,walk,Hoenn Victory Road B2f,,,0,
grumpig,emerald,walk,Hoenn Victory Road B2f,,,0,
gulpin,emerald,walk,Hoenn Victory Road B2f,,,0,
hariyama,emerald,walk,Hoenn Victory Road B2f,,,0,
huntail,emerald,walk,Hoenn Victory Road B2f,,,0,
illumise,emerald,walk,Hoenn Victory Road B2f,,,0,
jirachi,emerald,walk,Hoenn Victory Road B2f,,,0,
kecleon,emerald,walk,Hoenn Victory Road B2f,,,0,
kirlia,emerald,walk,Hoenn Victory Road B2f,,,0,
kyogre,emerald,walk,Hoenn Victory Road B2f,,,0,
lairon,emerald,walk,Hoenn Victory Road B2f,40,44,15,
latias,emerald,walk,Hoenn Victory Road B2f,,,0,
latios,emerald,walk,Hoenn Victory Road B2f,,,0,
lileep,emerald,walk,Hoenn Victory Road B2f,,,0,
linoone,emerald,walk,Hoenn Victory Road B2f,,,0,
lombre,emerald,walk,Hoenn Victory Road B2f,,,0,
lotad,emerald,walk,Hoenn Victory Road B2f,,,0,
loudred,emerald,walk,Hoenn Victory Road B2f,,,0,
ludicolo,emerald,walk,Hoenn Victory Road B2f,,,0,
lunatone,emerald,walk,Hoenn Victory Road B2f,,,0,
luvdisc,emerald,walk,Hoenn Victory Road B2f,,,0,
makuhita,emerald,walk,Hoenn Victory Road B2f,,,0,
